kingdom	phylum	class
seq848	Chromista	NA	Bigyra
seq84800	Chromista	NA	Bigyra
seq84823	Chromista	NA	Bigyra
seq8484	Chromista	Ciliophora	Spirotrichea
seq84860	Chromista	Ciliophora	Oligohymenophorea
seq8488	Chromista	NA	Bigyra
seq8490	Chromista	Bacillariophyta	Bacillariophyceae
seq84926	Protozoa	Evosea	Variosea
seq8495	Chromista	Heliozoa	Centroplasthelida
seq84954	Metazoa	Nemertea	Palaeonemertea
seq8497	Chromista	Bacillariophyta	Bacillariophyceae
seq85	Chromista	Myzozoa	Dinophyceae
seq8500	Protozoa	NA	Choanoflagellata
seq85051	Chromista	Ciliophora	Oligohymenophorea
seq85079	Chromista	Ciliophora	Colpodea
seq85096	Metazoa	Platyhelminthes	Rhabditophora
seq8511	Chromista	NA	Bigyra
seq85188	Chromista	Cercozoa	Imbricatea
seq85195	Chromista	Ciliophora	Prostomatea
seq8520	Metazoa	Chordata	Thaliacea
seq85201	Chromista	Ciliophora	Litostomatea
seq85256	Metazoa	Arthropoda	Hexanauplia
seq8526	Chromista	Ochrophyta	Chrysophyceae
seq85260	Chromista	Myzozoa	Dinophyceae
seq853	Metazoa	Bryozoa	Gymnolaemata
seq85386	Fungi	Basidiomycota	Tritirachiomycetes
seq85388	Chromista	Ciliophora	Spirotrichea
seq8543	Chromista	Myzozoa	Dinophyceae
seq85451	Chromista	Myzozoa	Dinophyceae
seq855	Metazoa	Nematoda	Enoplea
seq85512	Chromista	Bacillariophyta	Fragilariophyceae
seq85514	Chromista	Cercozoa	Imbricatea
seq85560	Protozoa	Evosea	Variosea
seq85594	Chromista	Ciliophora	Litostomatea
seq8560	Chromista	Myzozoa	Dinophyceae
seq85622	Chromista	Myzozoa	Dinophyceae
seq8565	Metazoa	Annelida	Polychaeta
seq85659	Chromista	Cryptophyta	Cryptophyceae
seq8566	Chromista	Ciliophora	Litostomatea
seq85670	Metazoa	Nematoda	Chromadorea
seq85673	Chromista	Myzozoa	Dinophyceae
seq85675	Chromista	Myzozoa	Dinophyceae
seq8568	Chromista	Ciliophora	Spirotrichea
seq85697	Metazoa	Arthropoda	Malacostraca
seq857	Metazoa	Nematoda	Chromadorea
seq8570	Metazoa	Nematoda	Chromadorea
seq85716	Chromista	Cryptophyta	Cryptophyceae
seq85724	Fungi	Zoopagomycota	Entomophthoromycetes
seq85753	Chromista	Ciliophora	Oligohymenophorea
seq8580	Chromista	Cercozoa	Imbricatea
seq85812	Metazoa	Cnidaria	Anthozoa
seq85834	Metazoa	Arthropoda	Arachnida
seq85873	Fungi	Mucoromycota	Mucoromycetes
seq85884	Metazoa	Nematoda	Chromadorea
seq8589	Metazoa	Cnidaria	Hydrozoa
seq85926	Fungi	Ascomycota	Taphrinomycetes
seq8593	Chromista	NA	Bigyra
seq85947	Chromista	Bacillariophyta	Bacillariophyceae
seq8597	Chromista	Bacillariophyta	Bacillariophyceae
seq85978	Chromista	Bacillariophyta	Bacillariophyceae
seq86	Metazoa	Cnidaria	Scyphozoa
seq8601	Metazoa	Platyhelminthes	Rhabditophora
seq86010	Chromista	Myzozoa	Dinophyceae
seq8602	Metazoa	Nemertea	Enopla
seq8603	Chromista	Bacillariophyta	Bacillariophyceae
seq8604	Chromista	Cryptophyta	Cryptophyceae
seq8605	Chromista	Myzozoa	Dinophyceae
seq8606	Chromista	Myzozoa	Dinophyceae
seq86071	Chromista	Myzozoa	Dinophyceae
seq86102	Chromista	Ciliophora	Litostomatea
seq86105	Chromista	Myzozoa	Dinophyceae
seq86106	Chromista	Ciliophora	Oligohymenophorea
seq86118	Chromista	Myzozoa	Dinophyceae
seq86121	Chromista	Myzozoa	Dinophyceae
seq86144	Fungi	Mucoromycota	Endogonomycetes
seq8616	Chromista	Endomyxa	Phytomyxea
seq86160	Fungi	Blastocladiomycota	Physodermatomycetes
seq86163	Chromista	Myzozoa	Dinophyceae
seq8617	Metazoa	Nematoda	Chromadorea
seq86176	Chromista	Cercozoa	Thecofilosea
seq8618	Metazoa	Arthropoda	Malacostraca
seq862	Metazoa	Arthropoda	Malacostraca
seq8620	Chromista	Cercozoa	Imbricatea
seq8621	Chromista	Ciliophora	Spirotrichea
seq8622	Chromista	Ciliophora	Colpodea
seq86263	Chromista	Myzozoa	Dinophyceae
seq86284	Chromista	Myzozoa	Dinophyceae
seq8630	Chromista	NA	Bigyra
seq8632	Chromista	Ochrophyta	Pelagophyceae
seq86375	Chromista	Bacillariophyta	Bacillariophyceae
seq8638	Chromista	Ochrophyta	Chrysophyceae
seq86394	Chromista	Ciliophora	Litostomatea
seq8642	Chromista	Myzozoa	Dinophyceae
seq86420	Chromista	Bacillariophyta	Bacillariophyceae
seq8647	Chromista	Ochrophyta	Dictyochophyceae
seq86481	Chromista	Myzozoa	Dinophyceae
seq86487	Chromista	Bacillariophyta	Mediophyceae
seq86490	Chromista	Myzozoa	Dinophyceae
seq865	Metazoa	Annelida	Polychaeta
seq86532	Chromista	Ciliophora	Nassophorea
seq8657	Chromista	Myzozoa	Dinophyceae
seq8659	Chromista	Ciliophora	Oligohymenophorea
seq866	Metazoa	Bryozoa	Gymnolaemata
seq86606	Chromista	Ciliophora	Litostomatea
seq8661	Metazoa	Mollusca	Gastropoda
seq86631	Chromista	Cryptophyta	Cryptophyceae
seq8664	Chromista	Ciliophora	Spirotrichea
seq8667	Chromista	Myzozoa	Dinophyceae
seq86670	Plantae	Rhodelphidia	Rhodelphea
seq86674	Chromista	NA	Bigyra
seq86694	Chromista	Ciliophora	Armophorea
seq867	Chromista	Ciliophora	Spirotrichea
seq8670	Chromista	Cercozoa	Imbricatea
seq86706	Metazoa	Nematoda	Chromadorea
seq86709	Protozoa	Sulcozoa	Breviatea
seq86721	Chromista	Myzozoa	Dinophyceae
seq8673	Chromista	NA	Bigyra
seq86802	Chromista	NA	Bigyra
seq86805	Metazoa	Arthropoda	Insecta
seq8681	Chromista	Bacillariophyta	Bacillariophyceae
seq8682	Chromista	Ciliophora	Colpodea
seq86840	Chromista	Bacillariophyta	Bacillariophyceae
seq86846	Chromista	NA	Bigyra
seq8685	Plantae	Streptophyta	Magnoliopsida
seq86852	Chromista	NA	Bigyra
seq86867	Metazoa	Arthropoda	Insecta
seq8687	Chromista	Bacillariophyta	Bacillariophyceae
seq8688	Chromista	Ciliophora	Oligohymenophorea
seq86897	Fungi	Chytridiomycota	Chytridiomycetes
seq869	Chromista	Ciliophora	Spirotrichea
seq8690	Plantae	Chlorophyta	Ulvophyceae
seq86911	Metazoa	Nemertea	Enopla
seq86955	Plantae	Chlorophyta	Chlorophyceae
seq8698	Metazoa	Nematoda	Enoplea
seq87	Metazoa	Annelida	Polychaeta
seq870	Metazoa	Platyhelminthes	Trematoda
seq8702	Plantae	Rhodophyta	Bangiophyceae
seq87023	Chromista	Heliozoa	Centroplasthelida
seq87030	Chromista	Myzozoa	Dinophyceae
seq87042	Metazoa	Annelida	Polychaeta
seq8707	Chromista	Cercozoa	Imbricatea
seq87128	Chromista	Myzozoa	Dinophyceae
seq87129	Chromista	Ciliophora	Oligohymenophorea
seq87150	Protozoa	Tubulinea	Elardia
seq87164	Chromista	NA	Bigyra
seq872	Metazoa	Arthropoda	Hexanauplia
seq87263	Chromista	Ciliophora	Armophorea
seq87281	Chromista	Ciliophora	Oligohymenophorea
seq87315	Metazoa	Nematoda	Chromadorea
seq87317	Fungi	Mucoromycota	Umbelopsidomycetes
seq8734	Metazoa	Platyhelminthes	Rhabditophora
seq8736	Chromista	Cercozoa	Imbricatea
seq874	Chromista	Ciliophora	Spirotrichea
seq8740	Chromista	Cercozoa	Imbricatea
seq87422	Chromista	Ciliophora	Oligohymenophorea
seq87425	Chromista	Cercozoa	Thecofilosea
seq87427	Chromista	Ciliophora	Spirotrichea
seq87467	Chromista	Bacillariophyta	Fragilariophyceae
seq87480	Chromista	Ciliophora	Litostomatea
seq87487	Chromista	NA	Bigyra
seq8749	Plantae	Chlorophyta	Chlorodendrophyceae
seq875	Chromista	Ciliophora	Spirotrichea
seq87503	Chromista	Ciliophora	Karyorelictea
seq87507	Chromista	Myzozoa	Dinophyceae
seq8753	Fungi	Basidiomycota	Agaricomycetes
seq8756	Chromista	Ciliophora	Spirotrichea
seq87580	Chromista	Ciliophora	Karyorelictea
seq8760	Chromista	Cercozoa	Thecofilosea
seq87642	Chromista	Ciliophora	Spirotrichea
seq8765	Metazoa	Mollusca	Bivalvia
seq87672	Chromista	Myzozoa	Dinophyceae
seq877	Chromista	Ciliophora	Oligohymenophorea
seq87701	Chromista	Ciliophora	Spirotrichea
seq87727	Chromista	Cryptophyta	Cryptophyceae
seq87728	Chromista	Cercozoa	Thecofilosea
seq87739	Chromista	Bacillariophyta	Bacillariophyceae
seq87742	Plantae	Streptophyta	Charophyceae
seq87745	Metazoa	Platyhelminthes	Rhabditophora
seq8776	Metazoa	Annelida	Polychaeta
seq878	Chromista	Ciliophora	Oligohymenophorea
seq87803	Chromista	Ciliophora	Oligohymenophorea
seq87804	Chromista	PX clade	Xanthophyceae
seq8782	Chromista	Cercozoa	Thecofilosea
seq8784	Metazoa	Platyhelminthes	Rhabditophora
seq87855	Chromista	Apicomplexa	Conoidasida
seq8787	Chromista	Ciliophora	Oligohymenophorea
seq879	Metazoa	Platyhelminthes	Rhabditophora
seq87900	Metazoa	Arthropoda	Malacostraca
seq87930	Fungi	Zoopagomycota	Entomophthoromycetes
seq87947	Metazoa	Arthropoda	Insecta
seq8796	Metazoa	Arthropoda	Hexanauplia
seq88	Chromista	Bacillariophyta	Fragilariophyceae
seq88003	Chromista	Bacillariophyta	Coscinodiscophyceae
seq88023	Chromista	NA	Bigyra
seq88025	Chromista	Bacillariophyta	Fragilariophyceae
seq88069	Protozoa	Evosea	Variosea
seq8809	Metazoa	Arthropoda	Hexanauplia
seq88111	Chromista	NA	Bigyra
seq88118	Chromista	Ochrophyta	Chrysophyceae
seq8813	Metazoa	Annelida	Polychaeta
seq8820	Metazoa	Annelida	Polychaeta
seq88209	Chromista	Cercozoa	Imbricatea
seq8821	Metazoa	Platyhelminthes	Rhabditophora
seq88316	Chromista	Ciliophora	Oligohymenophorea
seq88353	Plantae	Chlorophyta	Trebouxiophyceae
seq88357	Chromista	Ciliophora	Oligohymenophorea
seq88371	Fungi	Chytridiomycota	Chytridiomycetes
seq88380	Chromista	NA	Bigyra
seq884	Metazoa	Platyhelminthes	Rhabditophora
seq8844	Chromista	Cryptophyta	Cryptophyceae
seq8848	Chromista	Ciliophora	Spirotrichea
seq88484	Chromista	Bacillariophyta	Fragilariophyceae
seq88497	Chromista	Ciliophora	Karyorelictea
seq88528	Chromista	Ciliophora	Litostomatea
seq88572	Metazoa	Arthropoda	Malacostraca
seq886	Metazoa	Cnidaria	Anthozoa
seq8861	Metazoa	Arthropoda	Hexanauplia
seq8866	Chromista	Ciliophora	Oligohymenophorea
seq887	Metazoa	Arthropoda	Malacostraca
seq8874	Chromista	Endomyxa	Ascetosporea
seq88747	Chromista	Myzozoa	Dinophyceae
seq88751	Chromista	PX clade	Aurearenophyceae
seq88786	Fungi	Chytridiomycota	Chytridiomycetes
seq888	Chromista	Myzozoa	Dinophyceae
seq88815	Chromista	NA	Bigyra
seq88817	Chromista	Ciliophora	Litostomatea
seq88823	Plantae	Rhodophyta	Florideophyceae
seq8886	Chromista	NA	Bigyra
seq88893	Chromista	Ciliophora	Litostomatea
seq8890	Metazoa	Annelida	Polychaeta
seq8894	Chromista	Ciliophora	Litostomatea
seq88962	Chromista	Myzozoa	Dinophyceae
seq88964	Metazoa	Mollusca	Bivalvia
seq8899	Chromista	Ciliophora	Nassophorea
seq89	Chromista	Myzozoa	Dinophyceae
seq8900	Chromista	Cercozoa	Imbricatea
seq89021	Chromista	Bacillariophyta	Bacillariophyceae
seq89034	Chromista	Myzozoa	Dinophyceae
seq8907	Chromista	Ciliophora	Spirotrichea
seq8908	Chromista	Ochrophyta	Dictyochophyceae
seq8910	Chromista	Cercozoa	Thecofilosea
seq89121	Chromista	Myzozoa	Dinophyceae
seq89122	Fungi	Ascomycota	Sordariomycetes
seq89132	Chromista	Ciliophora	Odontostomatea
seq89133	Metazoa	Arthropoda	Insecta
seq8914	Chromista	Myzozoa	Dinophyceae
seq89198	Chromista	Myzozoa	Dinophyceae
seq892	Chromista	Myzozoa	Dinophyceae
seq8922	Chromista	Ciliophora	Litostomatea
seq8925	Chromista	Ciliophora	Litostomatea
seq8927	Chromista	Apicomplexa	Conoidasida
seq8930	Chromista	Ciliophora	Nassophorea
seq8932	Fungi	Basidiomycota	Agaricomycetes
seq89363	Chromista	Ciliophora	Litostomatea
seq89368	Chromista	Ciliophora	Litostomatea
seq89370	Chromista	Ciliophora	Karyorelictea
seq89405	Chromista	Ciliophora	Spirotrichea
seq8942	Metazoa	Platyhelminthes	Trematoda
seq8944	Metazoa	Cnidaria	Hydrozoa
seq89444	Metazoa	Mollusca	Gastropoda
seq89450	Chromista	Cercozoa	Imbricatea
seq8946	Chromista	Cercozoa	Imbricatea
seq89499	Chromista	Ciliophora	Colpodea
seq8950	Chromista	Myzozoa	Dinophyceae
seq89501	Chromista	Myzozoa	Dinophyceae
seq89506	Metazoa	Nematoda	Chromadorea
seq89511	Chromista	Myzozoa	Dinophyceae
seq89516	Fungi	Aphelida	Aphelidea
seq89521	Chromista	Myzozoa	Dinophyceae
seq89533	Metazoa	Mollusca	Bivalvia
seq8954	Metazoa	Nematoda	Enoplea
seq89555	Chromista	Ciliophora	Oligohymenophorea
seq89562	Chromista	Ciliophora	Litostomatea
seq89563	Chromista	Cercozoa	Imbricatea
seq89583	Metazoa	Nematoda	Enoplea
seq89588	Chromista	Myzozoa	Dinophyceae
seq89599	Protozoa	Discosea	Flabellinia
seq896	Chromista	NA	Bigyra
seq8960	Chromista	Myzozoa	Dinophyceae
seq89660	Chromista	Bacillariophyta	Bacillariophyceae
seq897	Chromista	Myzozoa	Dinophyceae
seq89707	Chromista	Ciliophora	Karyorelictea
seq8972	Metazoa	Mollusca	Bivalvia
seq89755	Metazoa	Chordata	Actinopteri
seq89760	Metazoa	Platyhelminthes	Rhabditophora
seq89775	Chromista	Myzozoa	Dinophyceae
seq8978	Metazoa	Arthropoda	Hexanauplia
seq89797	Plantae	Chlorophyta	Chlorophyceae
seq898	Metazoa	Arthropoda	Hexanauplia
seq8980	Metazoa	Arthropoda	Hexanauplia
seq89800	Chromista	Myzozoa	Dinophyceae
seq89807	Chromista	Heliozoa	Centroplasthelida
seq8982	Chromista	Ciliophora	Oligohymenophorea
seq8983	Chromista	Ciliophora	Litostomatea
seq89868	Chromista	Ciliophora	Karyorelictea
seq8988	Chromista	Myzozoa	Dinophyceae
seq8989	Metazoa	Platyhelminthes	Rhabditophora
seq89911	Chromista	NA	Bigyra
seq89932	Chromista	Ciliophora	Spirotrichea
seq89952	Fungi	Chytridiomycota	Chytridiomycetes
seq8996	Metazoa	Mollusca	Bivalvia
seq8997	Chromista	Myzozoa	Dinophyceae
seq8999	Chromista	Cercozoa	Thecofilosea
seq9	Metazoa	Nematoda	Enoplea
seq90	Metazoa	Arthropoda	Ostracoda
seq900	Metazoa	Nematoda	Chromadorea
seq90074	Metazoa	Nematoda	Enoplea
seq9008	Chromista	Myzozoa	Dinophyceae
seq901	Metazoa	Arthropoda	Thecostraca
seq90116	Chromista	Bacillariophyta	Bacillariophyceae
seq9012	Chromista	Myzozoa	Dinophyceae
seq9013	Chromista	NA	Bigyra
seq90142	Chromista	Myzozoa	Dinophyceae
seq9016	Chromista	Myzozoa	Dinophyceae
seq90167	Chromista	Ciliophora	Litostomatea
seq90179	Chromista	Ochrophyta	Pinguiophyceae
seq90180	Chromista	Bacillariophyta	Bacillariophyceae
seq9019	Chromista	Ciliophora	Spirotrichea
seq902	Metazoa	Cnidaria	Anthozoa
seq90211	Chromista	Cercozoa	Imbricatea
seq9023	Chromista	Myzozoa	Dinophyceae
seq9026	Metazoa	Platyhelminthes	Rhabditophora
seq9034	Chromista	Ciliophora	Spirotrichea
seq90342	Chromista	Myzozoa	Dinophyceae
seq90345	Protozoa	Tubulinea	Elardia
seq90347	Fungi	Basidiomycota	Agaricomycetes
seq9036	Metazoa	Arthropoda	Malacostraca
seq90398	Chromista	Endomyxa	Ascetosporea
seq90402	Chromista	Ochrophyta	Chrysophyceae
seq90408	Metazoa	Cnidaria	Anthozoa
seq9041	Chromista	Ciliophora	Oligohymenophorea
seq90426	Chromista	Myzozoa	Dinophyceae
seq90452	Fungi	Ascomycota	Sordariomycetes
seq90485	Chromista	Ciliophora	Spirotrichea
seq90504	Fungi	Chytridiomycota	Chytridiomycetes
seq90519	Metazoa	Annelida	Polychaeta
seq9053	Chromista	Ciliophora	Oligohymenophorea
seq90538	Chromista	Myzozoa	Dinophyceae
seq90564	Chromista	Ciliophora	Oligohymenophorea
seq90576	Metazoa	Arthropoda	Hexanauplia
seq90618	Chromista	Ciliophora	Litostomatea
seq90628	Chromista	Ciliophora	Armophorea
seq90646	Chromista	Ciliophora	Litostomatea
seq9065	Metazoa	Platyhelminthes	Rhabditophora
seq90651	Chromista	Ciliophora	Litostomatea
seq9066	Chromista	Bacillariophyta	Bacillariophyceae
seq90684	Fungi	Chytridiomycota	Chytridiomycetes
seq9069	Chromista	Ciliophora	Karyorelictea
seq90695	Chromista	Ciliophora	Karyorelictea
seq9070	Metazoa	Mollusca	Bivalvia
seq90721	Chromista	Ciliophora	Oligohymenophorea
seq90744	Metazoa	Mollusca	Bivalvia
seq90758	Chromista	Ciliophora	Spirotrichea
seq90769	Metazoa	Nematoda	Enoplea
seq908	Chromista	Myzozoa	Dinophyceae
seq90800	Chromista	Myzozoa	Dinophyceae
seq9082	Metazoa	Arthropoda	Hexanauplia
seq90827	Chromista	NA	Bigyra
seq9083	Chromista	Myzozoa	Dinophyceae
seq9084	Chromista	Cercozoa	Thecofilosea
seq90854	Chromista	Ciliophora	Litostomatea
seq909	Metazoa	Nematoda	Chromadorea
seq9092	Chromista	NA	Bigyra
seq90964	Chromista	Heliozoa	Centroplasthelida
seq90968	Chromista	Ciliophora	Plagiopylea
seq9099	Chromista	Myzozoa	Dinophyceae
seq90995	Metazoa	Nematoda	Chromadorea
seq90996	Metazoa	Nematoda	Enoplea
seq90997	Chromista	Ciliophora	Litostomatea
seq91	Metazoa	Ctenophora	Tentaculata
seq91009	Metazoa	Platyhelminthes	Rhabditophora
seq9102	Chromista	Ciliophora	Oligohymenophorea
seq91072	Chromista	Ochrophyta	Dictyochophyceae
seq91077	Metazoa	Nematoda	Chromadorea
seq9108	Chromista	Ciliophora	Odontostomatea
seq91089	Chromista	NA	Developea
seq9114	Chromista	Endomyxa	Ascetosporea
seq9117	Chromista	Endomyxa	Phytomyxea
seq91181	Chromista	Myzozoa	Dinophyceae
seq91217	Metazoa	Nematoda	Chromadorea
seq9122	Chromista	Cercozoa	Imbricatea
seq91229	Chromista	Myzozoa	Dinophyceae
seq913	Metazoa	Nematoda	Enoplea
seq9135	Plantae	Chlorophyta	Chlorodendrophyceae
seq91363	Protozoa	NA	Choanoflagellata
seq91442	Chromista	Myzozoa	Dinophyceae
seq91444	Chromista	Myzozoa	Dinophyceae
seq9148	Chromista	Heliozoa	Centroplasthelida
seq91482	Chromista	Myzozoa	Dinophyceae
seq915	Metazoa	Arthropoda	Thecostraca
seq91510	Chromista	Myzozoa	Dinophyceae
seq9154	Chromista	Ciliophora	Oligohymenophorea
seq9158	Metazoa	Platyhelminthes	Rhabditophora
seq91593	Metazoa	Chordata	Chondrichthyes
seq9160	Chromista	Ciliophora	Spirotrichea
seq91600	Chromista	Ochrophyta	Synurophyceae
seq9162	Chromista	Ciliophora	Spirotrichea
seq9163	Chromista	Ciliophora	Spirotrichea
seq91648	Chromista	Ciliophora	Spirotrichea
seq91663	Metazoa	Arthropoda	Branchiopoda
seq91706	Metazoa	Arthropoda	Hexanauplia
seq9172	Chromista	Myzozoa	Dinophyceae
seq91722	Chromista	Ochrophyta	Chrysophyceae
seq9180	Chromista	Bacillariophyta	Mediophyceae
seq91824	Fungi	Basidiomycota	Agaricostilbomycetes
seq91903	Chromista	Myzozoa	Dinophyceae
seq9192	Metazoa	Bryozoa	Gymnolaemata
seq91928	Protozoa	NA	Choanoflagellata
seq9194	Chromista	Cercozoa	Thecofilosea
seq91943	Chromista	Ciliophora	Spirotrichea
seq91979	Metazoa	Nematoda	Chromadorea
seq92	Metazoa	Annelida	Polychaeta
seq9203	Metazoa	Nematoda	Enoplea
seq92036	Fungi	Chytridiomycota	Chytridiomycetes
seq9204	Chromista	Heliozoa	Centroplasthelida
seq92041	Chromista	Myzozoa	Dinophyceae
seq92069	Metazoa	Nematoda	Chromadorea
seq9207	Metazoa	Platyhelminthes	Rhabditophora
seq92075	Chromista	Myzozoa	Dinophyceae
seq92092	Chromista	Ciliophora	Oligohymenophorea
seq92094	Chromista	Apicomplexa	Conoidasida
seq92146	Chromista	Myzozoa	Dinophyceae
seq92149	Chromista	Ciliophora	Prostomatea
seq9216	Chromista	Ciliophora	Litostomatea
seq9217	Chromista	Cercozoa	Imbricatea
seq92172	Chromista	Myzozoa	Dinophyceae
seq92180	Chromista	NA	Bigyra
seq92181	Protozoa	Discosea	Flabellinia
seq92185	Chromista	Ciliophora	Oligohymenophorea
seq9222	Metazoa	Mollusca	Gastropoda
seq9223	Metazoa	Chordata	Thaliacea
seq92239	Chromista	Bacillariophyta	Bacillariophyceae
seq92254	Chromista	NA	Bigyra
seq9227	Chromista	Myzozoa	Dinophyceae
seq9228	Chromista	Ciliophora	Spirotrichea
seq92375	Chromista	Bacillariophyta	Bacillariophyceae
seq9239	Chromista	Ciliophora	Prostomatea
seq924	Metazoa	Arthropoda	Hexanauplia
seq92414	Protozoa	NA	Choanoflagellata
seq92417	Chromista	Heliozoa	Centroplasthelida
seq92432	Chromista	Ciliophora	Litostomatea
seq92434	Metazoa	Nematoda	Chromadorea
seq9248	Chromista	Ciliophora	Litostomatea
seq9252	Metazoa	Annelida	Polychaeta
seq9255	Metazoa	Arthropoda	Ostracoda
seq9258	Chromista	Ciliophora	Spirotrichea
seq9259	Chromista	Ciliophora	Karyorelictea
seq92592	Chromista	Ciliophora	Prostomatea
seq926	Metazoa	Platyhelminthes	Rhabditophora
seq92601	Chromista	Heliozoa	Centroplasthelida
seq9261	Chromista	NA	Bigyra
seq9268	Plantae	Rhodophyta	Florideophyceae
seq927	Metazoa	Arthropoda	Hexanauplia
seq9272	Chromista	Ciliophora	Prostomatea
seq92751	Protozoa	NA	Choanoflagellata
seq92757	Metazoa	Mollusca	Bivalvia
seq9278	Metazoa	Nematoda	Chromadorea
seq9279	Metazoa	Arthropoda	Hexanauplia
seq9280	Metazoa	Platyhelminthes	Rhabditophora
seq9283	Metazoa	Rotifera	Eurotatoria
seq9284	Chromista	Bacillariophyta	Bacillariophyceae
seq92865	Chromista	Myzozoa	Dinophyceae
seq9287	Chromista	Ochrophyta	Dictyochophyceae
seq92882	Fungi	Mucoromycota	Mucoromycetes
seq92913	Metazoa	Arthropoda	Arachnida
seq9294	Metazoa	Arthropoda	Ostracoda
seq92946	Metazoa	Mollusca	Bivalvia
seq9295	Chromista	Bacillariophyta	Bacillariophyceae
seq92962	Chromista	Ciliophora	Oligohymenophorea
seq92983	Chromista	Myzozoa	Dinophyceae
seq93	Chromista	Myzozoa	Dinophyceae
seq930	Chromista	Myzozoa	Dinophyceae
seq9301	Chromista	Ciliophora	Oligohymenophorea
seq9303	Chromista	Apicomplexa	Conoidasida
seq9305	Chromista	Ochrophyta	Dictyochophyceae
seq93069	Chromista	NA	Bigyra
seq9308	Chromista	Myzozoa	Dinophyceae
seq93092	Fungi	Basidiomycota	Tremellomycetes
seq93124	Metazoa	Arthropoda	Hexanauplia
seq93127	Chromista	NA	Bigyra
seq932	Metazoa	Nematoda	Enoplea
seq93202	Chromista	Apicomplexa	Conoidasida
seq9328	Chromista	Ciliophora	Spirotrichea
seq933	Metazoa	Mollusca	Gastropoda
seq93339	Chromista	Ciliophora	Spirotrichea
seq9334	Metazoa	Arthropoda	Hexanauplia
seq93391	Chromista	NA	Bigyra
seq9340	Chromista	Myzozoa	Dinophyceae
seq93400	Metazoa	Platyhelminthes	Rhabditophora
seq93409	Fungi	Mucoromycota	Endogonomycetes
seq9343	Chromista	Ciliophora	Odontostomatea
seq9344	Chromista	Cryptophyta	Cryptophyceae
seq93470	Chromista	Myzozoa	Dinophyceae
seq93486	Chromista	Ciliophora	Oligohymenophorea
seq93491	Protozoa	Discosea	Flabellinia
seq935	Chromista	Bacillariophyta	Coscinodiscophyceae
seq9352	Chromista	NA	Bigyra
seq9354	Chromista	Ciliophora	Litostomatea
seq93544	Chromista	Ciliophora	Litostomatea
seq93568	Chromista	Myzozoa	Dinophyceae
seq9362	Chromista	Ochrophyta	Dictyochophyceae
seq93646	Metazoa	Arthropoda	Ostracoda
seq93653	Chromista	NA	Bigyra
seq93674	Metazoa	Porifera	Calcarea
seq93699	Protozoa	NA	Choanoflagellata
seq9375	Metazoa	Arthropoda	Collembola
seq9376	Chromista	Ciliophora	Litostomatea
seq9380	Chromista	Bacillariophyta	Bacillariophyceae
seq93817	Metazoa	Nematoda	Enoplea
seq9382	Chromista	Cryptophyta	Cryptophyceae
seq9384	Metazoa	Platyhelminthes	Rhabditophora
seq939	Metazoa	Arthropoda	Hexanauplia
seq9393	Chromista	Ciliophora	Spirotrichea
seq9395	Chromista	Heliozoa	Centroplasthelida
seq93963	Chromista	Bacillariophyta	Bacillariophyceae
seq9397	Metazoa	Annelida	Polychaeta
seq9398	Chromista	Ciliophora	Litostomatea
seq94	Chromista	Myzozoa	Dinophyceae
seq940	Metazoa	Annelida	Polychaeta
seq9402	Metazoa	Mollusca	Bivalvia
seq9404	Chromista	Myzozoa	Dinophyceae
seq9405	Metazoa	Nemertea	Pilidiophora
seq94062	Chromista	Cercozoa	Thecofilosea
seq9413	Metazoa	Nematoda	Chromadorea
seq94156	Fungi	Ascomycota	Sordariomycetes
seq9416	Chromista	Heliozoa	Centroplasthelida
seq94189	Metazoa	Mollusca	Bivalvia
seq94206	Metazoa	Arthropoda	Hexanauplia
seq9421	Chromista	NA	Bigyra
seq94211	Fungi	Basidiomycota	Agaricomycetes
seq9422	Fungi	Chytridiomycota	Chytridiomycetes
seq9427	Chromista	Bacillariophyta	Bacillariophyceae
seq9428	Chromista	Ciliophora	Oligohymenophorea
seq9429	Chromista	Ciliophora	Litostomatea
seq943	Chromista	Ciliophora	Spirotrichea
seq94322	Chromista	Myzozoa	Dinophyceae
seq9442	Chromista	Myzozoa	Dinophyceae
seq94423	Chromista	Ciliophora	Litostomatea
seq94432	Protozoa	Discosea	Flabellinia
seq9444	Chromista	Ciliophora	Oligohymenophorea
seq94442	Chromista	Myzozoa	Dinophyceae
seq94449	Fungi	Basidiomycota	Agaricomycetes
